available,chartable,confidence,coverage_count,daily_series_available,display_name,error_code,error_message,error_subcode,fbtrace_id,field,latest_value,metric,metric_or_field,notes,period,post_id,raw_response,raw_sum,raw_values,reason,recommended_slide_use,sample_value,section,status,status_code,supports_daily_series,supports_total_over_range,total_available,value_type,values_count,video_id
True,,,,,,,,,,,136,page_views_total,,,day,,"{""data"": [{""name"": ""page_views_total"", ""period"": ""day"", ""values"": [{""value"": 136, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": 88, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": 69, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": 67, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": 59, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": 101, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": 309, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": 270, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": 205, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": 170, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": 153, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": 168, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": 150, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": 189, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": 123, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": 117, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": 94, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": 69, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": 150, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": 109, ""end_time"": ""2026-05-21T07:00:00+0000""}, {""value"": 274, ""end...[truncated 1035 chars]",3371,"[{""value"": 136, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": 88, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": 69, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": 67, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": 59, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": 101, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": 309, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": 270, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": 205, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": 170, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": 153, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": 168, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": 150, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": 189, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": 123, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": 117, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": 94, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": 69, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": 150, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": 109, ""end_time"": ""2026-05-21T07:00:00+0000""}, {""value"": 274, ""end_time"": ""2026-05-22T07:00:00+0000""}, {""value"": 165, ""end_time"": ""2026-05-23T07:00:00+0000""}, {""value"": 136, ""end_time"": ""2026-05-24T07:00:00+0000""}]",,,,page_insights,,200,True,True,,,23,
True,,,,,,,,,,,3707,page_views_total,,,days_28,,"{""data"": [{""name"": ""page_views_total"", ""period"": ""days_28"", ""values"": [{""value"": 2057, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": 2050, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": 2066, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": 2075, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": 2061, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": 2104, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": 2335, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": 2525, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": 2640, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": 2746, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": 2880, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": 2913, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": 2916, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": 3035, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": 3051, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": 3062, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": 3130, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": 3174, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": 3291, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": 3356, ""end_time"": ""2026-05-21T07:00:...[truncated 1084 chars]",64428,"[{""value"": 2057, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": 2050, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": 2066, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": 2075, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": 2061, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": 2104, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": 2335, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": 2525, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": 2640, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": 2746, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": 2880, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": 2913, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": 2916, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": 3035, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": 3051, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": 3062, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": 3130, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": 3174, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": 3291, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": 3356, ""end_time"": ""2026-05-21T07:00:00+0000""}, {""value"": 3580, ""end_time"": ""2026-05-22T07:00:00+0000""}, {""value"": 3674, ""end_time"": ""2026-05-23T07:00:00+0000""}, {""value"": 3707, ""end_time"": ""2026-05-24T07:00:00+0000""}]",,,,page_insights,,200,False,True,,,23,
True,,,,,,,,,,,3371,page_views_total,,,total_over_range,,"{""data"": [{""name"": ""page_views_total"", ""period"": ""total_over_range"", ""values"": [{""value"": 3371, ""end_time"": ""2026-05-24T07:00:00+0000""}], ""title"": null, ""description"": ""Número de veces que personas que iniciaron sesión y no iniciaron sesión vieron el perfil de una página."", ""id"": ""434205256738068/insights/page_views_total/total_over_range""}], ""paging"": {""previous"": ""https://graph.facebook.com/v25.0/434205256738068/insights?access_token=EAAM8CZCMoyPoBR53aJq7eMSkzQnXZB7wZAayh66BkZAeHfgarI6YPgmelS5n5NwhEERGsPdE1LBxknZAgIQp2vS4wynwgRkPMdvKSqOFjb1fbXGLR25ONLQwIlaxEbeGNlZCLKIkaZARTsxedwNUOEujLuZCVkt5fPkW4HjsOH5uCQkszzxSZCglJD3wfj9D75Y271WUt0nwS&since=1775631600&until=1777618800&metric=page_views_total&period=total_over_range"", ""next"": ""https://graph.facebook.com/v25.0/434205256738068/insights?access_token=EAAM8CZCMoyPoBR53aJq7eMSkzQnXZB7wZAayh66BkZAeHfgarI6YPgmelS5n5NwhEERGsPdE1LBxknZAgIQp2vS4wynwgRkPMdvKSqOFjb1fbXGLR25ONLQwIlaxEbeGNlZCLKIkaZARTsxedwNUOEujLuZCVkt5fPkW4HjsOH5uCQkszzxSZCglJD3wfj9D75Y271WUt0nwS&since=1779606000&until=1781593200&metric=page_views_total&period=total_over_range""}}",3371,"[{""value"": 3371, ""end_time"": ""2026-05-24T07:00:00+0000""}]",,,,page_insights,,200,False,True,,,1,
True,,,,,,,,,,,429,page_posts_impressions_organic,,,day,,"{""data"": [{""name"": ""page_posts_impressions_organic"", ""period"": ""day"", ""values"": [{""value"": 251, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": 216, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": 114, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": 188, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": 156, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": 378, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": 811, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": 1276, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": 801, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": 946, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": 732, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": 723, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": 378, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": 367, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": 348, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": 182, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": 149, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": 112, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": 355, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": 258, ""end_time"": ""2026-05-21T07:00:00+0000""}...[truncated 1181 chars]",10187,"[{""value"": 251, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": 216, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": 114, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": 188, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": 156, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": 378, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": 811, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": 1276, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": 801, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": 946, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": 732, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": 723, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": 378, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": 367, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": 348, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": 182, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": 149, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": 112, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": 355, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": 258, ""end_time"": ""2026-05-21T07:00:00+0000""}, {""value"": 478, ""end_time"": ""2026-05-22T07:00:00+0000""}, {""value"": 539, ""end_time"": ""2026-05-23T07:00:00+0000""}, {""value"": 429, ""end_time"": ""2026-05-24T07:00:00+0000""}]",,,,page_insights,,200,True,True,,,23,
True,,,,,,,,,,,10969,page_posts_impressions_organic,,,days_28,,"{""data"": [{""name"": ""page_posts_impressions_organic"", ""period"": ""days_28"", ""values"": [{""value"": 4958, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": 5049, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": 5107, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": 5182, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": 5165, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": 5327, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": 5854, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": 6875, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": 7401, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": 8129, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": 8823, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": 9246, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": 9290, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": 9464, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": 9585, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": 9526, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": 9610, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": 9671, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": 9968, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": 10161, ""end_time"": ""20...[truncated 1227 chars]",186648,"[{""value"": 4958, ""end_time"": ""2026-05-02T07:00:00+0000""}, {""value"": 5049, ""end_time"": ""2026-05-03T07:00:00+0000""}, {""value"": 5107, ""end_time"": ""2026-05-04T07:00:00+0000""}, {""value"": 5182, ""end_time"": ""2026-05-05T07:00:00+0000""}, {""value"": 5165, ""end_time"": ""2026-05-06T07:00:00+0000""}, {""value"": 5327, ""end_time"": ""2026-05-07T07:00:00+0000""}, {""value"": 5854, ""end_time"": ""2026-05-08T07:00:00+0000""}, {""value"": 6875, ""end_time"": ""2026-05-09T07:00:00+0000""}, {""value"": 7401, ""end_time"": ""2026-05-10T07:00:00+0000""}, {""value"": 8129, ""end_time"": ""2026-05-11T07:00:00+0000""}, {""value"": 8823, ""end_time"": ""2026-05-12T07:00:00+0000""}, {""value"": 9246, ""end_time"": ""2026-05-13T07:00:00+0000""}, {""value"": 9290, ""end_time"": ""2026-05-14T07:00:00+0000""}, {""value"": 9464, ""end_time"": ""2026-05-15T07:00:00+0000""}, {""value"": 9585, ""end_time"": ""2026-05-16T07:00:00+0000""}, {""value"": 9526, ""end_time"": ""2026-05-17T07:00:00+0000""}, {""value"": 9610, ""end_time"": ""2026-05-18T07:00:00+0000""}, {""value"": 9671, ""end_time"": ""2026-05-19T07:00:00+0000""}, {""value"": 9968, ""end_time"": ""2026-05-20T07:00:00+0000""}, {""value"": 10161, ""end_time"": ""2026-05-21T07:00:00+0000""}, {""value"": 10451, ""end_time"": ""2026-05-22T07:00:00+0000""}, {""value"": 10837, ""end_time"": ""2026-05-23T07:00:00+0000""}, {""value"": 10969, ""end_time"": ""2026-05-24T07:00:00+0000""}]",,,,page_insights,,200,False,True,,,23,
True,,,,,,,,,,,10187,page_posts_impressions_organic,,,total_over_range,,"{""data"": [{""name"": ""page_posts_impressions_organic"", ""period"": ""total_over_range"", ""values"": [{""value"": 10187, ""end_time"": ""2026-05-24T07:00:00+0000""}], ""title"": ""Impresiones orgánicas de las publicaciones de tu página"", ""description"": ""Número de veces que las publicaciones de tu página se mostraron en pantalla a través de distribución orgánica."", ""id"": ""434205256738068/insights/page_posts_impressions_organic/total_over_range""}], ""paging"": {""previous"": ""https://graph.facebook.com/v25.0/434205256738068/insights?access_token=EAAM8CZCMoyPoBR53aJq7eMSkzQnXZB7wZAayh66BkZAeHfgarI6YPgmelS5n5NwhEERGsPdE1LBxknZAgIQp2vS4wynwgRkPMdvKSqOFjb1fbXGLR25ONLQwIlaxEbeGNlZCLKIkaZARTsxedwNUOEujLuZCVkt5fPkW4HjsOH5uCQkszzxSZCglJD3wfj9D75Y271WUt0nwS&since=1775631600&until=1777618800&metric=page_posts_impressions_organic&period=total_over_range"", ""next"": ""https://graph.facebook.com/v25.0/434205256738068/insights?access_token=EAAM8CZCMoyPoBR53aJq7eMSkzQnXZB7wZAayh66BkZAeHfgarI6YPgmelS5n5NwhEERGsPdE1LBxknZAgIQp2vS4wynwgRkPMdvKSqOFjb1fbXGLR25ONLQwIlaxEbeGNlZCLKIkaZARTsxedwNUOEujLuZCVkt5fPkW4HjsOH5uCQkszzxSZCglJD3wfj9D75Y271WUt0nwS&since=1779606000&until=1781593200&metric=page_posts_impressions_organic&period=...[truncated 19 chars]",10187,"[{""value"": 10187, ""end_time"": ""2026-05-24T07:00:00+0000""}]",,,,page_insights,,200,False,True,,,1,
False,,,,,,100,(#100) The value must be a valid insights metric,,A5WB7m7bnmH_5UweQKFb896,,,page_posts_impressions_paid,,,day,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""A5WB7m7bnmH_5UweQKFb896""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AkFuI1uu_NqFP7pv0a6PDyy,,,page_posts_impressions_paid,,,days_28,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AkFuI1uu_NqFP7pv0a6PDyy""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AWzNdsVqqgPl6vTtf0SdZAL,,,page_posts_impressions_paid,,,total_over_range,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AWzNdsVqqgPl6vTtf0SdZAL""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,ANbznClmXBKkAtZLG_ZawAD,,,page_posts_impressions_unique,,,day,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""ANbznClmXBKkAtZLG_ZawAD""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AGn3rDwJZdsxhb4rqVVN4i9,,,page_posts_impressions_unique,,,days_28,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AGn3rDwJZdsxhb4rqVVN4i9""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,A_XbKZXaxLNKg28CZTPlC5T,,,page_posts_impressions_unique,,,total_over_range,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""A_XbKZXaxLNKg28CZTPlC5T""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AZ1W7ge8ArZbWaeB2a_Vf1H,,,page_posts_impressions,,,day,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AZ1W7ge8ArZbWaeB2a_Vf1H""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,A2OOjp46IIIJab3wV_v4PAF,,,page_posts_impressions,,,days_28,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""A2OOjp46IIIJab3wV_v4PAF""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AVswL_f9iPPfuueXbFPRvrP,,,page_posts_impressions,,,total_over_range,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AVswL_f9iPPfuueXbFPRvrP""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,A53Wg6sdhaDbZTnR7SsXE_G,,,page_impressions,,,day,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""A53Wg6sdhaDbZTnR7SsXE_G""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,A7urzwTQOzc-uyM1gh74i8j,,,page_impressions,,,days_28,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""A7urzwTQOzc-uyM1gh74i8j""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AGmuoLn0I0Sc-fXU0e8t9XV,,,page_impressions,,,total_over_range,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AGmuoLn0I0Sc-fXU0e8t9XV""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,A8eQxQ0qqKgfCrboXaI5CDV,,,page_impressions_unique,,,day,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""A8eQxQ0qqKgfCrboXaI5CDV""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AbdqT6uFwiyhjfSC_K_Cf-p,,,page_impressions_unique,,,days_28,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AbdqT6uFwiyhjfSC_K_Cf-p""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AThAwYTfbKQdWSJMkLNU5x-,,,page_impressions_unique,,,total_over_range,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AThAwYTfbKQdWSJMkLNU5x-""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AiOb1iOSbidTYOJWADlV34d,,,page_impressions_paid,,,day,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AiOb1iOSbidTYOJWADlV34d""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AMiBSmzDXX6qGySTpJMqvPT,,,page_impressions_paid,,,days_28,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AMiBSmzDXX6qGySTpJMqvPT""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AfrBd22C-N-V_lZ9LatU3fw,,,page_impressions_paid,,,total_over_range,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AfrBd22C-N-V_lZ9LatU3fw""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,Ago4hIOAeHlsxlNtmg9SXaf,,,page_impressions_organic,,,day,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""Ago4hIOAeHlsxlNtmg9SXaf""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AxJgwj85lZMBq4ubjwdVlbd,,,page_impressions_organic,,,days_28,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AxJgwj85lZMBq4ubjwdVlbd""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AVlqMzh_KVRhDZSwZnOOQOi,,,page_impressions_organic,,,total_over_range,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AVlqMzh_KVRhDZSwZnOOQOi""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AY_ntMezfpSTLxs40qaHNwP,,,page_fans,,,day,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AY_ntMezfpSTLxs40qaHNwP""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AxzR43b02EMUJ4PYj_0u-OD,,,page_fans,,,days_28,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AxzR43b02EMUJ4PYj_0u-OD""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AZv8KOj1V-UudHvPTLCgJhj,,,page_fans,,,total_over_range,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AZv8KOj1V-UudHvPTLCgJhj""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AjkySD7Z4S-rOEi0MyqUxOg,,,page_fans_city,,,day,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AjkySD7Z4S-rOEi0MyqUxOg""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AoisiNwLsTsYpNPj1vuVo6R,,,page_fans_city,,,days_28,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AoisiNwLsTsYpNPj1vuVo6R""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AF4wMa55LgzA5FU6OqwO_o9,,,page_fans_city,,,total_over_range,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AF4wMa55LgzA5FU6OqwO_o9""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,A9zBeSSGekZMc0yR9FaMaw0,,,page_fans_country,,,day,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""A9zBeSSGekZMc0yR9FaMaw0""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AWl7RoXuNGDyjkozkpOwOzL,,,page_fans_country,,,days_28,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AWl7RoXuNGDyjkozkpOwOzL""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AiJPufLdGFXqJsww4R3Uvfe,,,page_fans_country,,,total_over_range,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AiJPufLdGFXqJsww4R3Uvfe""}}",,[],,,,page_insights,,400,False,False,,,0,
False,,,,,,100,(#100) The value must be a valid insights metric,,AzcPmzGASt_JiYz56mbgRLe,,,page_fans_gender_age,,,day,,"{""error"": {""message"": ""(#100) The value must be a valid insights metric"", ""type"": ""OAuthException"", ""code"": 100, ""fbtrace_id"": ""AzcPmzGASt_JiYz56mbgRLe""}}",,[],,,,page_insights,,400,False,False,,,0,
